POS#115242218743982I|10012131724|14|9002011#28254746|2013-10-21 23:56:53|11.72|0.00|1674.00||||UPOP_POS_YLBMZ9010|2013-10-23 09:32:00
POS#514273287505571I|10012185243|14|9002011#28254697|2013-10-21 23:54:30|5.00|0.00|1000.00||||UPOP_POS_YLBMZ9010|2013-10-23 09:32:00
POS#714246275415531I|10012148115|14|9002011#28253775|2013-10-21 23:20:41|11.89|0.00|1544.00||||UPOP_POS_YLBMZ9010|2013-10-23 09:32:00
POS#868345339451526G|10011834175|14|9002011#28253185|2013-10-21 23:00:24|0.18|0.00|60.20||||UPOP_POS_YLBMZ9010|2013-10-23 09:32:00
POS#914215249963011I|10012110406|14|9002011#28254799|2013-10-21 23:59:17|11.78|0.00|3100.00||||UPOP_POS_YLBMZ9010|2013-10-23 09:32:00
POS#914213240963011I|10012149112|14|9002011#28254504|2013-10-21 23:46:20|2.52|0.00|252.00||||UPOP_POS_YLBMZ9010|2013-10-23 09:32:00
POS#418181453782222E|10012081220|14|9002011#28254399|2013-10-21 23:41:56|6.89|0.00|1148.00||||UPOP_POS_YLBMZ9010|2013-10-23 09:32:00
POS#115291268833982I|10012142785|14|9002011#28253243|2013-10-21 23:02:45|0.18|0.00|36.80||||UPOP_POS_YLBMZ9010|2013-10-23 09:32:00
POS#514235220405571I|10012180456|14|9002011#28254273|2013-10-21 23:37:02|0.02|0.00|2.00||||UPOP_POS_YLBMZ9010|2013-10-23 09:32:00
POS#818120290472652E|10012156348|14|9002011#28254694|2013-10-21 23:54:26|100.00|0.00|20000.00||||UPOP_POS_YLBMZ9010|2013-10-23 09:32:00
POS#315271228399102I|10012078505|14|9002011#28253859|2013-10-21 23:24:14|1.38|0.00|172.00||||UPOP_POS_YLBMZ9010|2013-10-23 09:32:00
POS#514206254205571I|10012134232|14|9002011#28253763|2013-10-21 23:20:24|4.80|0.00|1200.00||||UPOP_POS_YLBMZ9010|2013-10-23 09:32:00
POS#418181453842482E|10012173155|14|9002011#28254414|2013-10-21 23:42:40|20.00|0.00|4000.00||||UPOP_POS_YLBMZ9010|2013-10-23 09:32:00
POS#514213241305571I|10012165070|14|9002011#28253977|2013-10-21 23:27:29|7.50|0.00|1000.00||||UPOP_POS_YLBMZ9010|2013-10-23 09:32:00
POS#514294262505571I|10012073079|14|9002011#28254591|2013-10-21 23:49:54|3.16|0.00|316.00||||UPOP_POS_YLBMZ9010|2013-10-23 09:32:00
POS#315205210199102I|10012159969|14|9002011#28253189|2013-10-21 23:00:33|4.79|0.00|1260.00||||UPOP_POS_YLBMZ9010|2013-10-23 09:32:00
POS#315292287299102I|10012134232|14|9002011#28253617|2013-10-21 23:15:11|6.36|0.00|1590.00||||UPOP_POS_YLBMZ9010|2013-10-23 09:32:00
POS#818120288522702E|10012085772|14|9002011#28253905|2013-10-21 23:25:15|5.83|0.00|1534.00||||UPOP_POS_YLBMZ9010|2013-10-23 09:32:00
POS#714217247515531I|10012170554|14|9002011#28254263|2013-10-21 23:36:44|7.71|0.00|988.00||||UPOP_POS_YLBMZ9010|2013-10-23 09:32:00
POS#218248971492252F|10012187906|14|9002011#28254405|2013-10-21 23:42:08|40.00|0.00|34000.00||||UPOP_POS_YLBMZ9010|2013-10-23 09:32:00
POS#618146654601624G|10012085772|14|9002011#28254455|2013-10-21 23:44:26|1.90|0.00|500.00||||UPOP_POS_YLBMZ9010|2013-10-23 09:32:00
POS#818120287722802E|10012165663|14|9002011#28253567|2013-10-21 23:13:39|25.00|0.00|5000.00||||UPOP_POS_YLBMZ9010|2013-10-23 09:32:00
POS#868345340202202G|10012052695|14|9002011#28253291|2013-10-21 23:04:03|25.00|0.00|2000.00||||UPOP_POS_YLBMZ9010|2013-10-23 09:32:00
POS#110520134833982I|10012073078|14|9002011#28253177|2013-10-21 23:00:14|1.33|0.00|133.00||||UPOP_POS_YLBMZ9010|2013-10-23 09:32:00
POS#315213247199102I|10012167223|14|9002011#28253356|2013-10-21 23:06:33|0.08|0.00|10.00||||UPOP_POS_YLBMZ9010|2013-10-23 09:32:00
POS#714215245515531I|10012170669|14|9002011#28254179|2013-10-21 23:33:50|1.75|0.00|350.00||||UPOP_POS_YLBMZ9010|2013-10-23 09:32:00
POS#715427108615531I|10012110277|14|9002011#28254609|2013-10-21 23:50:46|0.10|0.00|20.50||||UPOP_POS_YLBMZ9010|2013-10-23 09:32:00
POS#818120290012192E|10012085772|14|9002011#28254557|2013-10-21 23:48:22|1.06|0.00|280.00||||UPOP_POS_YLBMZ9010|2013-10-23 09:32:00
POS#218248968951725G|10012184523|14|9002011#28253833|2013-10-21 23:22:51|3.20|0.00|800.00||||UPOP_POS_YLBMZ9010|2013-10-23 09:32:00
POS#914246250863011I|10012040889|14|9002011#28254038|2013-10-21 23:29:09|14.08|0.00|2070.00||||UPOP_POS_YLBMZ9010|2013-10-23 09:32:00
POS#618146651541424G|10012135992|14|9002011#28253355|2013-10-21 23:06:33|1.26|0.00|168.00||||UPOP_POS_YLBMZ9010|2013-10-23 09:32:00
POS#914274262963011I|10012131724|14|9002011#28254582|2013-10-21 23:49:30|9.10|0.00|1300.00||||UPOP_POS_YLBMZ9010|2013-10-23 09:32:00
POS#218248972571125G|10012162198|14|9002011#28254589|2013-10-21 23:49:45|17.68|0.00|4420.00||||UPOP_POS_YLBMZ9010|2013-10-23 09:32:00
POS#115222270743982I|10012162198|14|9002011#28254654|2013-10-21 23:52:51|14.00|0.00|3500.00||||UPOP_POS_YLBMZ9010|2013-10-23 09:32:00
POS#315231201799102I|10012130260|14|9002011#28254676|2013-10-21 23:53:32|0.45|0.00|58.00||||UPOP_POS_YLBMZ9010|2013-10-23 09:32:00
POS#218248971102422F|10012134232|14|9002011#28254328|2013-10-21 23:39:13|2.40|0.00|600.00||||UPOP_POS_YLBMZ9010|2013-10-23 09:32:00
POS#315293282799102I|10012153790|14|9002011#28254707|2013-10-21 23:54:59|0.59|0.00|74.00||||UPOP_POS_YLBMZ9010|2013-10-23 09:32:00
POS#818120288841224E|10012083825|14|9002011#28254062|2013-10-21 23:30:07|4.68|0.00|600.00||||UPOP_POS_YLBMZ9010|2013-10-23 09:32:00
POS#218248972211925G|10012112540|14|9002011#28254534|2013-10-21 23:47:30|22.84|0.00|6010.00||||UPOP_POS_YLBMZ9010|2013-10-23 09:32:00
POS#418181450522562E|10012146795|14|9002011#28253443|2013-10-21 23:09:26|1.95|0.00|488.00||||UPOP_POS_YLBMZ9010|2013-10-23 09:32:00
POS#514242213105571I|10012112088|14|9002011#28253434|2013-10-21 23:09:15|0.33|0.00|88.00||||UPOP_POS_YLBMZ9010|2013-10-23 09:32:00
POS#218248968472112F|10012177896|14|9002011#28253736|2013-10-21 23:19:29|1.56|0.00|200.00||||UPOP_POS_YLBMZ9010|2013-10-23 09:32:00
POS#514203257005571I|10012173155|14|9002011#28253288|2013-10-21 23:04:00|10.00|0.00|2000.00||||UPOP_POS_YLBMZ9010|2013-10-23 09:32:00
POS#418181451332372E|10012085772|14|9002011#28253667|2013-10-21 23:16:58|1.90|0.00|500.00||||UPOP_POS_YLBMZ9010|2013-10-23 09:32:00
POS#868345343562142G|10012172557|14|9002011#28253766|2013-10-21 23:20:29|30.00|0.00|45000.00||||UPOP_POS_YLBMZ9010|2013-10-23 09:32:00
POS#115252283343982I|10012097280|14|9002011#28254055|2013-10-21 23:29:53|3.00|0.00|400.00||||UPOP_POS_YLBMZ9010|2013-10-23 09:32:00
POS#218248969722262F|10012166438|14|9002011#28254009|2013-10-21 23:28:36|24.75|0.00|4950.00||||UPOP_POS_YLBMZ9010|2013-10-23 09:32:00
POS#714203232315531I|10012149141|14|9002011#28253283|2013-10-21 23:03:54|1.55|0.00|387.00||||UPOP_POS_YLBMZ9010|2013-10-23 09:32:00
POS#418181455192132E|10012165663|14|9002011#28254708|2013-10-21 23:54:59|25.00|0.00|5000.00||||UPOP_POS_YLBMZ9010|2013-10-23 09:32:00
POS#868345345522182G|10012112088|14|9002011#28254096|2013-10-21 23:30:54|9.04|0.00|2380.00||||UPOP_POS_YLBMZ9010|2013-10-23 09:32:00
POS#818120287152832E|10012130925|14|9002011#28253332|2013-10-21 23:05:46|4.56|0.00|1140.00||||UPOP_POS_YLBMZ9010|2013-10-23 09:32:00
POS#868345345372232G|10012112088|14|9002011#28254061|2013-10-21 23:30:06|9.50|0.00|2500.00||||UPOP_POS_YLBMZ9010|2013-10-23 09:32:00
POS#315262293499102I|10012149673|14|9002011#28254045|2013-10-21 23:29:24|1.91|0.00|502.00||||UPOP_POS_YLBMZ9010|2013-10-23 09:32:00
POS#914234285863011I|10012153648|14|9002011#28254309|2013-10-21 23:38:18|0.18|0.00|36.80||||UPOP_POS_YLBMZ9010|2013-10-23 09:32:00
POS#914238282763011I|10012168883|14|9002011#28253656|2013-10-21 23:16:37|15.00|0.00|3000.00||||UPOP_POS_YLBMZ9010|2013-10-23 09:32:00
POS#115212204743982I|10012102199|14|9002011#28254702|2013-10-21 23:54:39|2.34|0.00|234.00||||UPOP_POS_YLBMZ9010|2013-10-23 09:32:00
POS#115262255243982I|10012169753|14|9002011#28253869|2013-10-21 23:24:34|40.00|0.00|13040.00||||UPOP_POS_YLBMZ9010|2013-10-23 09:32:00
POS#110523148833982I|10012126291|14|9002011#28253241|2013-10-21 23:02:34|19.50|0.00|2500.00||||UPOP_POS_YLBMZ9010|2013-10-23 09:32:00
POS#315212241599102I|10012173043|14|9002011#28254258|2013-10-21 23:36:29|6.00|0.00|1200.00||||UPOP_POS_YLBMZ9010|2013-10-23 09:32:00
POS#618146655282722E|10012127501|14|9002011#28254634|2013-10-21 23:52:01|49.50|0.00|9900.00||||UPOP_POS_YLBMZ9010|2013-10-23 09:32:00
POS#714246270315531I|10012123471|14|9002011#28253229|2013-10-21 23:01:58|73.50|0.00|14700.00||||UPOP_POS_YLBMZ9010|2013-10-23 09:32:00
POS#218248966082382F|10011716052|14|9002011#28253263|2013-10-21 23:03:19|1.00|0.00|100.00||||UPOP_POS_YLBMZ9010|2013-10-23 09:32:00
POS#418181450262202E|10012167112|14|9002011#28253369|2013-10-21 23:07:01|0.00|0.00|500.00||||UPOP_POS_YLBMZ9010|2013-10-23 09:32:00
POS#914247258963011I|10012151467|14|9002011#28254776|2013-10-21 23:57:58|4.56|0.00|1140.00||||UPOP_POS_YLBMZ9010|2013-10-23 09:32:00
POS#218248970051725G|10012165663|14|9002011#28254101|2013-10-21 23:31:02|5.00|0.00|1000.00||||UPOP_POS_YLBMZ9010|2013-10-23 09:32:00
POS#514241210105571I|10012093114|14|9002011#28253352|2013-10-21 23:06:27|57.57|0.00|15150.00||||UPOP_POS_YLBMZ9010|2013-10-23 09:32:00
POS#618146652692492E|10012184802|14|9002011#28253749|2013-10-21 23:19:53|79.80|0.00|19950.00||||UPOP_POS_YLBMZ9010|2013-10-23 09:32:00
POS#312527127499102I|10012168883|14|9002011#28254141|2013-10-21 23:32:27|40.00|0.00|8000.00||||UPOP_POS_YLBMZ9010|2013-10-23 09:32:00
POS#110520133243982I|10012173155|14|9002011#28253841|2013-10-21 23:23:04|5.00|0.00|1000.00||||UPOP_POS_YLBMZ9010|2013-10-23 09:32:00
POS#418181453122562E|10012156348|14|9002011#28254212|2013-10-21 23:35:01|2.50|0.00|500.00||||UPOP_POS_YLBMZ9010|2013-10-23 09:32:00
POS#714293221415531I|10012156969|14|9002011#28253607|2013-10-21 23:14:53|35.00|0.00|24337.00||||UPOP_POS_YLBMZ9010|2013-10-23 09:32:00
POS#818120289002882E|10012134206|14|9002011#28254151|2013-10-21 23:32:47|4.72|0.00|1180.00||||UPOP_POS_YLBMZ9010|2013-10-23 09:32:00
POS#218248967322262F|10012182011|14|9002011#28253507|2013-10-21 23:11:40|35.00|0.00|22000.00||||UPOP_POS_YLBMZ9010|2013-10-23 09:32:00
POS#914286233763011I|10012157993|14|9002011#28253681|2013-10-21 23:17:27|67.53|0.00|8658.00||||UPOP_POS_YLBMZ9010|2013-10-23 09:32:00
POS#218248972932232F|10012162198|14|9002011#28254635|2013-10-21 23:52:02|8.80|0.00|2200.00||||UPOP_POS_YLBMZ9010|2013-10-23 09:32:00
POS#312529189599102I|10012112088|14|9002011#28254461|2013-10-21 23:44:37|6.84|0.00|1800.00||||UPOP_POS_YLBMZ9010|2013-10-23 09:32:00
POS#868345349462242G|10012106570|14|9002011#28254628|2013-10-21 23:51:38|3.07|0.00|384.00||||UPOP_POS_YLBMZ9010|2013-10-23 09:32:00
POS#514281273205571I|10012136728|14|9002011#28253737|2013-10-21 23:19:33|1.44|0.00|380.00||||UPOP_POS_YLBMZ9010|2013-10-23 09:32:00
POS#818120288812792E|10012083625|14|9002011#28254051|2013-10-21 23:29:47|23.70|0.00|3160.00||||UPOP_POS_YLBMZ9010|2013-10-23 09:32:00
POS#868345348511926G|10012067105|14|9002011#28254527|2013-10-21 23:47:20|0.21|0.00|30.50||||UPOP_POS_YLBMZ9010|2013-10-23 09:32:00
POS#714283212615531I|10012107393|14|9002011#28254435|2013-10-21 23:43:29|11.89|0.00|1052.00||||UPOP_POS_YLBMZ9010|2013-10-23 09:32:00
POS#115202234343982I|10012117798|14|9002011#28254067|2013-10-21 23:30:12|41.18|0.00|5280.00||||UPOP_POS_YLBMZ9010|2013-10-23 09:32:00
POS#514205253005571I|10012178633|14|9002011#28253176|2013-10-21 23:00:14|30.00|0.00|22950.00||||UPOP_POS_YLBMZ9010|2013-10-23 09:32:00
POS#714262293315531I|10012177100|14|9002011#28253336|2013-10-21 23:05:52|7.80|0.00|1000.00||||UPOP_POS_YLBMZ9010|2013-10-23 09:32:00
POS#115271222643982I|10012007943|14|9002011#28254553|2013-10-21 23:48:15|0.83|0.00|218.00||||UPOP_POS_YLBMZ9010|2013-10-23 09:32:00
POS#868345339941626G|10012153389|14|9002011#28253244|2013-10-21 23:02:46|40.00|0.00|45000.00||||UPOP_POS_YLBMZ9010|2013-10-23 09:32:00
POS#818120289652432E|10012134206|14|9002011#28254425|2013-10-21 23:43:08|0.40|0.00|100.00||||UPOP_POS_YLBMZ9010|2013-10-23 09:32:00
POS#868345344402102G|10012134206|14|9002011#28253885|2013-10-21 23:24:51|1.60|0.00|400.00||||UPOP_POS_YLBMZ9010|2013-10-23 09:32:00
POS#418181453902542E|10012159969|14|9002011#28254433|2013-10-21 23:43:25|13.30|0.00|3500.00||||UPOP_POS_YLBMZ9010|2013-10-23 09:32:00
POS#868345346362142G|10012085772|14|9002011#28254228|2013-10-21 23:35:30|1.04|0.00|274.00||||UPOP_POS_YLBMZ9010|2013-10-23 09:32:00
POS#914297209763011I|10012169412|14|9002011#28253955|2013-10-21 23:26:41|1.47|0.00|188.00||||UPOP_POS_YLBMZ9010|2013-10-23 09:32:00
POS#418181451542282E|10011935180|14|9002008#28253720|2013-10-21 23:18:58|2.55|0.00|204.00||||UPOP_POS_YLBM9010|2013-10-23 11:20:44
POS#818120290352832E|10012139217|14|9002002#28254655|2013-10-21 23:52:51|50.00|0.00|10000.00||||CCB_POS_JHDS9010|2013-10-23 11:30:12
POS#514202255505571I|10012097189|14|9002002#28254643|2013-10-21 23:52:23|4.41|0.00|565.00||||CCB_POS_JHDS9010|2013-10-23 11:30:12
POS#418181454662302E|10012138959|14|9002002#28254603|2013-10-21 23:50:26|20.40|0.00|1700.00||||CCB_POS_JHDS9010|2013-10-23 11:30:12
POS#868345341542162G|10012181778|14|9002002#28253468|2013-10-21 23:10:25|5.00|0.00|1000.00||||CCB_POS_JHDS9010|2013-10-23 11:30:12
POS#868345341491126G|10012115451|14|9002002#28253457|2013-10-21 23:10:10|0.08|0.00|10.50||||CCB_POS_JHDS9010|2013-10-23 11:30:12
POS#218248968562242F|10011614657|14|9002002#28253754|2013-10-21 23:20:05|1.92|0.00|246.00||||CCB_POS_JHDS9010|2013-10-23 11:30:12
POS#514274286105571I|10012112088|14|9002002#28253540|2013-10-21 23:12:51|10.64|0.00|2800.00||||CCB_POS_JHDS9010|2013-10-23 11:30:12
POS#618146652252212E|10012142852|14|9002002#28253597|2013-10-21 23:14:41|1.42|0.00|354.00||||CCB_POS_JHDS9010|2013-10-23 11:30:12
POS#618146653232572E|10012112088|14|9002002#28253951|2013-10-21 23:26:31|7.60|0.00|2000.00||||CCB_POS_JHDS9010|2013-10-23 11:30:12
POS#914244251863011I|10012136660|14|9002002#28254092|2013-10-21 23:30:50|0.42|0.00|110.00||||CCB_POS_JHDS9010|2013-10-23 11:30:12
POS#868345344462142G|10012130966|14|9002002#28253897|2013-10-21 23:25:08|25.00|0.00|2000.00||||CCB_POS_JHDS9010|2013-10-23 11:30:12
POS#618146653192592E|10012093944|14|9002002#28253935|2013-10-21 23:26:03|4.00|0.00|1000.00||||CCB_POS_JHDS9010|2013-10-23 11:30:12
POS#418181453322362E|10012140804|14|9002002#28254278|2013-10-21 23:37:08|0.20|0.00|40.00||||CCB_POS_JHDS9010|2013-10-23 11:30:12
POS#914288233863011I|10012139570|14|9002002#28254183|2013-10-21 23:33:57|0.22|0.00|58.10||||CCB_POS_JHDS9010|2013-10-23 11:30:12
POS#514265296205571I|10012177951|14|9002002#28253832|2013-10-21 23:22:46|0.86|0.00|110.00||||CCB_POS_JHDS9010|2013-10-23 11:30:12
POS#818120288512192E|10012083785|14|9002002#28253892|2013-10-21 23:25:01|59.39|0.00|7919.00||||CCB_POS_JHDS9010|2013-10-23 11:30:12
POS#115232243543982I|10011474466|14|9002002#28254418|2013-10-21 23:42:50|3.98|0.00|318.00||||CCB_POS_JHDS9010|2013-10-23 11:30:12
POS#818120289542722E|10012169257|14|9002002#28254379|2013-10-21 23:41:15|1.20|0.00|240.00||||CCB_POS_JHDS9010|2013-10-23 11:30:12
POS#868345347451526G|10012093944|14|9002002#28254387|2013-10-21 23:41:31|10.80|0.00|2700.00||||CCB_POS_JHDS9010|2013-10-23 11:30:12
POS#868345346362242G|10012139570|14|9002002#28254229|2013-10-21 23:35:31|0.10|0.00|25.50||||CCB_POS_JHDS9010|2013-10-23 11:30:12
POS#315234203599102I|10012136660|14|9002002#28254304|2013-10-21 23:38:04|3.02|0.00|794.00||||CCB_POS_JHDS9010|2013-10-23 11:30:12
POS#218248971052172F|10012169116|14|9002002#28254317|2013-10-21 23:38:45|15.00|0.00|3000.00||||CCB_POS_JHDS9010|2013-10-23 11:30:12
POS#519425102994571I|10012156486|14|9002002#28252892|2013-10-21 22:50:55|1.54|0.00|162.00||||CCB_POS_JHDS9010|2013-10-23 11:30:12
POS#618146650032472E|10012183715|14|9002002#28252896|2013-10-21 22:51:07|2.95|0.00|589.00||||CCB_POS_JHDS9010|2013-10-23 11:30:12
POS#868345347482222G|10012093944|14|9002002#28254393|2013-10-21 23:41:42|9.20|0.00|2300.00||||CCB_POS_JHDS9010|2013-10-23 11:30:12
POS#514213249405571I|10012078396|14|9002002#28254517|2013-10-21 23:47:00|9.96|0.00|1464.00||||CCB_POS_JHDS9010|2013-10-23 11:30:12
POS#418181454152492E|10012136660|14|9002002#28254500|2013-10-21 23:46:02|1.98|0.00|522.00||||CCB_POS_JHDS9010|2013-10-23 11:30:12
POS#618146654702562E|10012164676|14|9002002#28254489|2013-10-21 23:45:47|40.00|0.00|10000.00||||CCB_POS_JHDS9010|2013-10-23 11:30:12
POS#818120286122702E|10011716052|14|9002002#28252950|2013-10-21 22:52:38|2.10|0.00|210.00||||CCB_POS_JHDS9010|2013-10-23 11:30:12
POS#868345336902302G|10012169116|14|9002002#28252874|2013-10-21 22:50:01|4.00|0.00|800.00||||CCB_POS_JHDS9010|2013-10-23 11:30:12
POS#110527124633982I|10012102217|14|9002002#28252880|2013-10-21 22:50:25|23.60|0.00|2950.00||||CCB_POS_JHDS9010|2013-10-23 11:30:12
POS#315241231989102I|10012085606|14|9002002#28252818|2013-10-21 22:47:30|3.81|0.00|488.00||||CCB_POS_JHDS9010|2013-10-23 11:30:12
POS#618146649462182E|10012162259|14|9002002#28252779|2013-10-21 22:45:52|97.50|0.00|19500.00||||CCB_POS_JHDS9010|2013-10-23 11:30:12
POS#715420134115531I|10012083047|14|9002002#28252757|2013-10-21 22:44:54|6.55|0.00|963.00||||CCB_POS_JHDS9010|2013-10-23 11:30:12
POS#618146649242142E|10012085947|14|9002002#28252724|2013-10-21 22:43:55|62.09|0.00|7960.00||||CCB_POS_JHDS9010|2013-10-23 11:30:12
POS#618146649032372E|10012083669|14|9002002#28252682|2013-10-21 22:42:07|11.85|0.00|1580.00||||CCB_POS_JHDS9010|2013-10-23 11:30:12
POS#913423182663011I|10012169257|14|9002002#28253212|2013-10-21 23:01:20|3.00|0.00|600.00||||CCB_POS_JHDS9010|2013-10-23 11:30:12
POS#913422112663011I|10012142852|14|9002002#28253181|2013-10-21 23:00:18|7.20|0.00|1800.00||||CCB_POS_JHDS9010|2013-10-23 11:30:12
POS#514252207005571I|10012039175|14|9002002#28253268|2013-10-21 23:03:28|18.00|0.00|1800.00||||CCB_POS_JHDS9010|2013-10-23 11:30:12
POS#418181449772412E|10012165976|14|9002002#28253238|2013-10-21 23:02:31|3.72|0.00|980.00||||CCB_POS_JHDS9010|2013-10-23 11:30:12
POS#618146650582122E|10012107629|14|9002002#28253059|2013-10-21 22:56:06|3.40|0.00|500.00||||CCB_POS_JHDS9010|2013-10-23 11:30:12
POS#218248965221625G|10012148115|14|9002002#28253107|2013-10-21 22:57:51|0.00|0.00|0.01||||CCB_POS_JHDS9010|2013-10-23 11:30:12
POS#714201236315531I|10012107629|14|9002002#28253418|2013-10-21 23:08:44|3.40|0.00|500.00||||CCB_POS_JHDS9010|2013-10-23 11:30:12
POS#115223279833982I|10012142852|14|9002011#28253265|2013-10-21 23:03:22|6.40|0.00|1600.00||||UPOP_POS_YLBMZ9010|2013-10-23 09:32:00
POS#714207232715531I|10012156348|14|9002011#28254718|2013-10-21 23:55:49|50.00|0.00|10000.00||||UPOP_POS_YLBMZ9010|2013-10-23 09:32:00
POS#618146653261824G|10012161908|14|9002011#28253961|2013-10-21 23:26:51|35.00|0.00|10000.00||||UPOP_POS_YLBMZ9010|2013-10-23 09:32:00
POS#418181449702342E|10012146795|14|9002011#28253225|2013-10-21 23:01:54|0.46|0.00|115.00||||UPOP_POS_YLBMZ9010|2013-10-23 09:32:00
POS#418181451102242E|10012142785|14|9002011#28253600|2013-10-21 23:14:47|0.10|0.00|20.30||||UPOP_POS_YLBMZ9010|2013-10-23 09:32:00
POS#868345348952252G|10012112540|14|9002011#28254580|2013-10-21 23:49:20|0.02|0.00|5.00||||UPOP_POS_YLBMZ9010|2013-10-23 09:32:00
POS#514235229105571I|10012144800|14|9002011#28253616|2013-10-21 23:15:08|7.74|0.00|1548.00||||UPOP_POS_YLBMZ9010|2013-10-23 09:32:00
POS#868345346731726G|10012115451|14|9002011#28254289|2013-10-21 23:37:36|0.49|0.00|71.00||||UPOP_POS_YLBMZ9010|2013-10-23 09:32:00
POS#618146653562282E|10012131724|14|9002011#28254087|2013-10-21 23:30:43|21.70|0.00|3100.00||||UPOP_POS_YLBMZ9010|2013-10-23 09:32:00
POS#818120288492672E|10012007943|14|9002011#28253883|2013-10-21 23:24:48|3.69|0.00|970.00||||UPOP_POS_YLBMZ9010|2013-10-23 09:32:00
POS#714234269315531I|10012110417|14|9002011#28253542|2013-10-21 23:12:56|22.83|0.00|29165.39||||UPOP_POS_YLBMZ9010|2013-10-23 09:32:00
POS#315211243299102I|10012081220|14|9002011#28253503|2013-10-21 23:11:30|0.54|0.00|90.00||||UPOP_POS_YLBMZ9010|2013-10-23 09:32:00
