收款商户号,支付记录编号,出款产品类型,出款金额,收入金额,银行接口编号,银行成功日期,内扣银行手续费,外扣银行手续费,记录生成日期
20121114018,20130329022632,2,279.99,2,800002,2013/3/29 0:00:00,,,2013/3/30 0:00:00
20121114018,20130329022685,2,1001.47,2,800002,2013/3/29 0:00:00,,,2013/3/30 0:00:00
20121114018,20130329022673,2,474.27,2,800002,2013/3/29 0:00:00,,,2013/3/30 0:00:00
20121114018,20130329022681,2,1390.37,2,800001,2013/3/29 0:00:00,,,2013/3/30 0:00:00
20121114018,20130329022682,2,7530.12,2,800001,2013/3/29 0:00:00,,,2013/3/30 0:00:00
20121114018,20130329022638,2,82.52,2,800002,2013/3/29 0:00:00,,,2013/3/30 0:00:00
20121114018,20130329022642,2,921,2,800002,2013/3/29 0:00:00,,,2013/3/30 0:00:00
20121114018,20130329022629,2,8218.18,2,800001,2013/3/29 0:00:00,,,2013/3/30 0:00:00
20121114018,20130329022679,2,1001.31,2,800002,2013/3/29 0:00:00,,,2013/3/30 0:00:00
20121114018,20130329022665,2,1000.25,2,800002,2013/3/29 0:00:00,,,2013/3/30 0:00:00
20121114018,20130329022628,2,98.16,2,800001,2013/3/29 0:00:00,,,2013/3/30 0:00:00
20121114018,20130329022630,2,200.25,2,800001,2013/3/29 0:00:00,,,2013/3/30 0:00:00
20121114018,20130329022633,2,98.56,2,800001,2013/3/29 0:00:00,,,2013/3/30 0:00:00
20121114018,20130329022676,2,500.73,2,800001,2013/3/29 0:00:00,,,2013/3/30 0:00:00
20121114018,20130329022640,2,5094.41,2,800001,2013/3/29 0:00:00,,,2013/3/30 0:00:00
20121114018,20130329022641,2,10020.74,2,800001,2013/3/29 0:00:00,,,2013/3/30 0:00:00
20121114018,20130329022683,2,45074.03,5.5,800002,2013/3/29 0:00:00,,,2013/3/30 0:00:00
20121114018,20130329022649,2,100.13,2,800002,2013/3/29 0:00:00,,,2013/3/30 0:00:00
20121114018,20130329022650,2,201.51,2,800002,2013/3/29 0:00:00,,,2013/3/30 0:00:00
20121114018,20130329022651,2,97.56,2,800002,2013/3/29 0:00:00,,,2013/3/30 0:00:00
20121114018,20130329022664,2,1000.25,2,800002,2013/3/29 0:00:00,,,2013/3/30 0:00:00
20121114018,20130329022686,2,100154.26,5.5,800001,2013/3/29 0:00:00,,,2013/3/30 0:00:00
20121114018,20130329022663,2,10003.8,2,800002,2013/3/29 0:00:00,,,2013/3/30 0:00:00
20121114018,20130329022670,2,2001.56,2,800002,2013/3/29 0:00:00,,,2013/3/30 0:00:00
20121114018,20130329022680,2,2001.47,2,800002,2013/3/29 0:00:00,,,2013/3/30 0:00:00
20121114018,20130329022634,2,1228.78,2,800002,2013/3/29 0:00:00,,,2013/3/30 0:00:00
20121114018,20130329022647,2,997.96,2,800001,2013/3/29 0:00:00,,,2013/3/30 0:00:00
20121114018,20130329022639,2,3289.12,2,800001,2013/3/29 0:00:00,,,2013/3/30 0:00:00
20121114018,20130329022637,2,2000,2,800002,2013/3/29 0:00:00,,,2013/3/30 0:00:00
20121114018,20130329022662,2,1500.51,2,800002,2013/3/29 0:00:00,,,2013/3/30 0:00:00
20121114018,20130329022668,2,500.12,2,800002,2013/3/29 0:00:00,,,2013/3/30 0:00:00
20121114018,20130329022653,2,5000,2,800002,2013/3/29 0:00:00,,,2013/3/30 0:00:00
20121114018,20130329022666,2,1000.25,2,800002,2013/3/29 0:00:00,,,2013/3/30 0:00:00
20121114018,20130329022667,2,1000.25,2,800002,2013/3/29 0:00:00,,,2013/3/30 0:00:00
20121114018,20130329022636,2,1000,2,800001,2013/3/29 0:00:00,,,2013/3/30 0:00:00
20121114018,20130329022659,2,1000,2,800002,2013/3/29 0:00:00,,,2013/3/30 0:00:00
20121114018,20130329022660,2,5000,2,800002,2013/3/29 0:00:00,,,2013/3/30 0:00:00
20121114018,20130329022643,2,5000,2,800002,2013/3/29 0:00:00,,,2013/3/30 0:00:00
20121114018,20130329022656,2,5000,2,800002,2013/3/29 0:00:00,,,2013/3/30 0:00:00
20121114018,20130329022609,2,2000,2,800002,2013/3/29 0:00:00,,,2013/3/30 0:00:00
20121114018,20130329022605,2,20000,2,800002,2013/3/29 0:00:00,,,2013/3/30 0:00:00
20121114018,20130329022607,2,1000,2,800002,2013/3/29 0:00:00,,,2013/3/30 0:00:00
20121114018,20130329022606,2,3000,2,800002,2013/3/29 0:00:00,,,2013/3/30 0:00:00
