收款商户号,支付记录编号,出款产品类型,出款金额,收入金额,银行接口编号,银行成功日期,内扣银行手续费,外扣银行手续费,记录生成日期
20121114018,20130327022497,2,6708.03,2,800001,2013/3/27 0:00:00,,,2013/3/28 0:00:00
20121114018,20130327022560,2,1001.45,2,800002,2013/3/27 0:00:00,,,2013/3/28 0:00:00
20121114018,20130327022557,2,5000.96,2,800002,2013/3/27 0:00:00,,,2013/3/28 0:00:00
20121114018,20130327022509,2,10004.55,2,800001,2013/3/27 0:00:00,,,2013/3/28 0:00:00
20121114018,20130327022489,2,2000,2,800001,2013/3/27 0:00:00,,,2013/3/28 0:00:00
20121114018,20130327022504,2,25031.96,2,800002,2013/3/27 0:00:00,,,2013/3/28 0:00:00
20121114018,20130327022556,2,75026.95,5.5,800002,2013/3/27 0:00:00,,,2013/3/28 0:00:00
20121114018,20130327022524,2,1001.15,2,800002,2013/3/27 0:00:00,,,2013/3/28 0:00:00
20121114018,20130327022569,2,4102.29,2,800002,2013/3/27 0:00:00,,,2013/3/28 0:00:00
20121114018,20130327022492,2,1000,2,800001,2013/3/27 0:00:00,,,2013/3/28 0:00:00
20121114018,20130327022558,2,1000.44,2,800002,2013/3/27 0:00:00,,,2013/3/28 0:00:00
20121114018,20130327022514,2,1000.62,2,800002,2013/3/27 0:00:00,,,2013/3/28 0:00:00
20121114018,20130327022515,2,1000.62,2,800002,2013/3/27 0:00:00,,,2013/3/28 0:00:00
20121114018,20130327022537,2,1017.97,2,800002,2013/3/27 0:00:00,,,2013/3/28 0:00:00
20121114018,20130327022516,2,1000.62,2,800002,2013/3/27 0:00:00,,,2013/3/28 0:00:00
20121114018,20130327022517,2,1000.62,2,800002,2013/3/27 0:00:00,,,2013/3/28 0:00:00
20121114018,20130327022494,2,5002.09,2,800001,2013/3/27 0:00:00,,,2013/3/28 0:00:00
20121114018,20130327022564,2,15399.12,2,800002,2013/3/27 0:00:00,,,2013/3/28 0:00:00
20121114018,20130327022565,2,15328.17,2,800002,2013/3/27 0:00:00,,,2013/3/28 0:00:00
20121114018,20130327022566,2,15548.35,2,800002,2013/3/27 0:00:00,,,2013/3/28 0:00:00
20121114018,20130327022493,2,9939.24,2,800002,2013/3/27 0:00:00,,,2013/3/28 0:00:00
20121114018,20130327022495,2,20520.36,5.5,800002,2013/3/27 0:00:00,,,2013/3/28 0:00:00
20121114018,20130327022496,2,10004.08,2,800002,2013/3/27 0:00:00,,,2013/3/28 0:00:00
20121114018,20130327022545,2,1000.44,2,800002,2013/3/27 0:00:00,,,2013/3/28 0:00:00
20121114018,20130327022559,2,1000.44,2,800002,2013/3/27 0:00:00,,,2013/3/28 0:00:00
20121114018,20130327022520,2,1000.44,2,800002,2013/3/27 0:00:00,,,2013/3/28 0:00:00
20121114018,20130327022561,2,1000.36,2,800002,2013/3/27 0:00:00,,,2013/3/28 0:00:00
20121114018,20130327022513,2,15005.38,2,800002,2013/3/27 0:00:00,,,2013/3/28 0:00:00
20121114018,20130327022533,2,500,2,800002,2013/3/27 0:00:00,,,2013/3/28 0:00:00
20121114018,20130327022534,2,4520,2,800002,2013/3/27 0:00:00,,,2013/3/28 0:00:00
20121114018,20130327022490,2,100,2,800001,2013/3/27 0:00:00,,,2013/3/28 0:00:00
20121114018,20130327022491,2,1000,2,800002,2013/3/27 0:00:00,,,2013/3/28 0:00:00
20121114018,20130327022568,2,1000,2,800001,2013/3/27 0:00:00,,,2013/3/28 0:00:00
20121114018,20130327022530,2,1500,2,800002,2013/3/27 0:00:00,,,2013/3/28 0:00:00
20121114018,20130327022528,2,40000,5.5,800002,2013/3/27 0:00:00,,,2013/3/28 0:00:00
20121114018,20130327022484,2,500,2,800001,2013/3/27 0:00:00,,,2013/3/28 0:00:00
20121114018,20130327022481,2,1000,2,800002,2013/3/27 0:00:00,,,2013/3/28 0:00:00
20121114018,20130327022431,2,10000,2,800002,2013/3/27 0:00:00,,,2013/3/28 0:00:00
